ISBN,keyword,subject
9791196612474,"['멘토', '청춘', '죽음', '코칭', '삶', '독서']",[]
9788998038427,"['간호사', '치매 노인', '요양 보호사', '치매 환자', '네스트', '케어']",[]
9788962630725,"['베이글', '엑소', '현대', '오리엔탈', '찾기', '셀리']",[]
9791185459578,"['일본', '치매 예방', '걷기', '몸만들기', '아사히', '노르딕']",[]
9788956993362,"['근력 운동', '운동', '운동 프로그램', '유산소 운동', '건강법', '체중감량']",[]
9788996959984,"['상상력', '스마트폰', '플로라', '카사', '우루스', '서울시']",[]
9791160320282,"['스티커북', '네이처', '나폴레옹', '르누아르', '고갱', '타히티']",[]
9788956768021,"['심리학', '교육학', '사회학', '운동', '유아', '체육사']",[]
9791196219321,"['반려동물', '강아지', '스트레스', '반려 견과', '노르웨이', '굿맨']",[]
9791189485122,"['복합 재료', '건축 재료', '파빌리온', '이건희', '김용철', '기본 재료']",[]
9788958205142,"['노트', '화훼', '가드', '정원사', '화분', '손바닥']",[]
9791160320640,"['유튜브', '아메리칸', '블루', '봄베이', '러시안', '로로']",[]
9791136002334,"['적중', '운동 생리학', '운동 역학', '한국 체육사', '장애 유형', '유소년']",[]
9788959795512,[],"['#애견기르기', '#반려동물', '#반려견']"
9791160320237,[],[]
9791190641005,"['로드킬', '페페', '프로스트', '로미오', '올리브', '골드']",[]
9788954752565,"['장난감', '아티스트', '도면', '프레디', '프랑수아', '클럽']",[]
9791196719425,"['냄새', '유튜브', '배변', '장난감', '문제 행동', '산책']",[]
9791188700622,"['태블릿', '주방', '청소기', '테트리스', '청정기', '케미']",[]
9788993746518,[],[]
9788993746631,"['엘사', '스티커북', '소환', '친구', '안나', '크리스토프']",[]
9791196219383,"['반려동물', '강아지', '문제행동', '교육', '솔루션', '탐구생활']",[]
9788959759811,"['배색', '코바늘뜨기', '대바늘', '워머', '방법', '장식']",[]
9788953120501,"['성경', '하나님 나라', '설교', '아내', '찬송가', '기독교결혼']",['#기독교결혼']
9788904141180,[],[]
9788938814623,"['하나님', '신앙생활', '크리스천', '두란노', '예배', '관계 회복']",[]
9791160401455,"['결혼 생활', '인연', '부부 관계', '행복', '주례사', '배우자']",[]
9791196987909,[],[]
9788960975835,[],[]
9788990809353,"['미디어', '심리학', '여론 조사', '교양인', '경쟁사', '방어']",[]
9788971999486,"['기억', '소환', '세대', '정치가', '대통령', '유시민']",['#정치가']
9788983711892,"['우주', '교양과학', '과학자', '케플러', '갈릴레오', '뉴턴']","['#교양과학', '#우주', '#은하계', '#태양', '#천문학', '#과학자']"
9791155424353,[],"['#교양과학', '#과학이야기', '#전염병', '#감염']"
9788962622508,"['과학이야기', '물리학', '우주', '인공지능', '유시민', '플로라']","['#과학이야기', '#물리학', '#빅뱅이론', '#양자역학']"
9788934971368,"['전염병', '실리콘밸리', '헌터', '코로나', '메르스', '사스']","['#대유행', '#전염병', '#병원균', '#판데믹']"
9791190403283,"['칼 세이건', '자연', '우주', '아인슈타인', '인류세', '니콜라이']","['#칼세이건', '#다큐멘터리', '#우주', '#생명', '#자연', '#기원', '#법칙', '#탐구']"
9791188850808,"['수학자', '교양수학', '수학개념', '인공지능', '로또', '미국 대통령 선거']","['#교양수학', '#수학개념']"
9791159922947,"['스페셜 에디션', '과학이야기', '뇌과학', '니체', '희곡', '교보문고']","['#과학이야기', '#뇌기능장애', '#신경장애', '#뇌의학', '#뇌과학', '#현대의학', '#임상기록']"
9788952773326,"['웹툰', '과학이야기', '질문', '원소', '스타워즈', '체르노빌']",['#과학이야기']
9788932473901,"['유전학', '진화', '초판', '이타주의', '코일', '불멸']","['#유전학', '#현대생물학']"
9791186179123,"['헤어 컬러', '퍼머넌트 웨이브', '헤어 커트', '핵심 이론', '보건 행정', '출제 포인트']",[]
9791188567164,"['공급사슬 관리', '생산 시스템', '관여도', '조직 행위', '조직 구조', '조직 설계']",[]
9791189345686,"['재무 행정', '지방 행정', '인사 행정', '행정 환류', '행정 개혁', '행정 책임']",[]
9791136002709,"['인성 검사', '직업 기초 능력 평가', '실전 모의고사', '정보 능력', '자원 관리 능력', '수리 능력']",[]
9791196565978,"['금융', '지문', '해설', '최신', '시사 용어', '기출 유형']",[]
9791136003638,"['거시경제', '통화 정책', '매경', '시사 상식', '미시 경제', '정부 실패']",['#경제자격증']
9791165470234,"['재무 행정', '인사 행정', '총론', '정책', '자치', '조직']",[]
9788969651303,"['출제 예상 문제', '정리', '개념', '채용', '직업윤리', '할인 쿠폰 수록']",[]
9791163718857,"['독해', '문학', '답안지', '실제 시험지', '온라인', '강화']",[]
9791164542543,"['동형 모의고사', '핸드북', '오답 분석', '약점 보완', '개정판', '막판']",[]
9791136003799,"['모바일', '공무원 시험', '행정학', '채용', '취약점', '성적']",[]
9791159793295,"['해설', '신용장 통일 규칙', '무역영어', '결제', '대금', '기출']",['#무역영어']
9791163715566,"['정리', '어휘', '희곡', '기출문제 풀이', '문학 이론', '한자 성어']",[]
9791163714132,"['조선', '정치', '군무원', '국사편찬위원회', '독립 운동', '대한민국 정부 수립']",[]
9791163717539,"['경제사', '동형모', '고난', '사회사', '문화사', '분류']",[]
9791161980454,"['공기업', '곱셈', '매칭', '응용 수리', '필기', '통계 이론']",[]
9791163717867,"['답안지', '평가서', '서울시', '최신 출제 경향', '출제 확률', '최신 유형']",[]
9791161980737,"['모의고사', '주요 공기업', '심화 문제', '응용 수리', '고난', '기본 문제']",[]
9791161980805,"['공기업', '실전 모의고사', '직업기초능력평가', '문제', '하위', 'NCS']","['#모듈형', '#NCS', '#직업기초능력평가', '#공기업', '#공사공단', '#위포트', '#NCS', '#모의고사']"
9791161980898,"['보험법', '법률', '직무 수행 능력', '행정직', '요양', '핸드북']",[]
9788969651556,[],[]
9788969651518,"['종이접기', '공략', '약점 극복', '자료 해석', '논리 추론', '핸드북']",[]
9788969651525,"['추리', '언어 논리', '수리 논리', '공략', '기출', '시각']",[]
9788970509310,"['정보 통신', '컴퓨터 네트워크', '마이크로파', '흐름 제어', '요약 연습 문제', '이더넷']",[]
9788997436606,"['색칠', '컬러링', '인체', '플래시 카드', '강사', '수행자']",[]
9788966766604,"['실전 모의고사', '적중 예상 문제', '교통안전공단', '최종 점검', '별책', '출제 기준']",[]
9791189210298,"['중환자', '순환기', '내분비', '종양', '소화기', '내과']",[]
9788942915910,"['항공기', '정비', '기체', '헬리콥터', '법규', '비파괴 검사']",[]
9791188137466,"['기출문제', '공부', '모의', '문제집', '전체 문제', '시험']",[]
9791195097593,"['핵심 이론', '작업 안전', '전기 공사', '산업 안전', '상시', '유압유']",[]
9791185475189,"['동작', '복소수', '커패시터', '다상', '라플라스 변환', '회로망']",[]
9791158138028,"['예상 문제', '과년', '건설 안전 기술', '합격', '인간 공학', '시험']",[]
9791125467519,"['일러스트', '학습', '사진', '동영상 문제', '최신 개정판', '안전']",[]
9791163717348,"['독해', '자료', '핵심', '한자 성어', '표준어', '실력']",[]
9788996588733,"['과학이야기', '잭슨 폴록', '서태지', '크로스오버', '바흐', '머피']",['#과학이야기']
9791186560785,"['아인슈타인', '페르마', '상대성이론', '옥스퍼드', '하이드', '뉴턴']","['#현대수학', '#수학강의', '#상대성이론', '#페르마']"
9788965706205,"['아인슈타인', '우주', '현대물리학', '밀리언셀러', '데모크리토스', '베아트리체']","['#우주', '#일반상대성이론', '#양자이론', '#현대물리학']"
9788970129341,"['고고학', '침팬지', '나가사키', '윌슨', '인류 진화', '에드워드']",[]
9791155811887,"['뇌 과학자', '뇌과학', '하버드대', '신경과학', '프랑스', '뇌 질환']","['#뇌졸증', '#뇌과학', '#신경과학', '#뇌의가소성']"
9791160803204,"['양자 역학', '물리학', '아인슈타인', '파동', '흐름', '보어']","['#물리학', '#물리법칙', '#양자세계', '#현실세계', '#흐름', '#비유']"
9791187150640,[],[]
9788988804674,"['청소년과학', '제우스', '슈뢰딩거', '바이오', '도킨스', '노화']",[]
9788997382163,[],[]
9788993543810,"['수학', '교재', '물리학', '지식', '동역학', '대칭']",[]
9791157843404,[],"['#과학웹툰', '#공룡생태']"
9788962184471,"['원소', '기체', '주기율표', '반응', '평형', '고체']",[]
9788955889369,[],[]
9788955883398,"['패러데이', '과학이야기', '슈뢰딩거', '파울리', '도플러', '렌츠']",[]
9788956602189,"['헌터', '하버드대학', '노벨', '파브르', '프라모델', '파스퇴르']",[]
9791190467100,"['교양수학', '사고력', '논리', '패턴', '로또', '나비효과']",[]
9791188731114,"['유기 화학', '전기 화학', '양자론', '염기 평형', '고분자', '반응']",[]
9788934970576,"['뇌과학', '아인슈타인', '로봇', '인공지능', '신경 과학', '브레인']",[]
9788934981763,"['과학이야기', '구약성경', '킹덤', '인류세', '도시화', '갈릴레오']","['#과학이야기', '#생물계', '#도시화']"
9791156330233,"['청소년과학', '과학', '아픔', '의학', '기니피그', '수용소']",['#청소년과학']
9788958203919,"['삼각함수', '방정식', '유클리드', '아인슈타인', '보통', '개념 수학']",[]
9791158137861,"['교재', '무료 동영상', '공기 조화', '배관 재료', '배관 일반', '부속 기기']",[]
9791136004604,[],[]
9791125464112,[],[]
9788940641149,"['기출문제', '해설', '모의고사', '단원', '정리', '자격시험']",[]
9791132102250,"['입자', '소립자', '파동', '원자핵', '양자', '역학']",[]
9791130627564,[],"['#뇌과학', '#기초과학']"
9788964942079,"['곱셈', '나눗셈', '덧셈', '구구단', '계산법', '크로스']",[]
9788952228956,[],[]
9788931582598,"['베이즈', '확률분포', '피셔', '피어슨', '신뢰구간', '빅 데이터 분석']",[]
9791156641179,"['삼각함수', '문제', '지수 함수', '로그 함수', '부등식', '유리함수']",[]
9791197008726,"['공무원', '예상 문제', '실전 유형', '설편', '경향', '시험']",[]
9788987999364,"['통계학', '그래프', '빌 게이츠', '민주 사회', '숫자', '백분율']",[]
9791156330103,"['청소년과학', '제로', '프로스트', '이현숙', '페터', '대전']",[]
9788972911975,"['아인슈타인', '청소년과학', '우주', '현대 물리학', '영국', '허블']",[]
9788987527598,"['베이즈', '인공지능', '머신 러닝', '감염병', '임상시험', '왓슨']",[]
9788932918105,"['역사', '교양과학', '질병', '문학', '손택', '디톡스']",[]
9788955268805,"['패러데이', '열역학', '법칙', '교류 회로', '파동', '엔트로피']",[]
9788983719201,"['토성', '아폴로', '천문학', '보이저', '행성', '태양계']",['#천문학']
9791190147125,[],[]
9788968240904,"['식물', '진화', '화학', '척추 동물', '멘델', '분자']",[]
9791189932176,"['아인슈타인', '현대 물리학', '상대성이론', '크런치', '호킹', '양자물리학']",[]
9788971292693,"['자기장', '회절', '퍼텐셜', '법칙', '열역학', '진동']",[]
9788962623154,"['인공지능', '과학이야기', '확률분포', '중력파', '물리학자', '프랙탈']",[]
9788965400912,[],[]
9788968132810,"['전공 과목', '급배수', '자격증 취득', '위생 설비', '전기 기기', '성장 동력 산업']",[]
9791188883035,"['오토캐드', '기본 명령어', '개구부', '캐드', '버전', '구조 기준']",[]
9788962571356,"['조경수', '꽃나무', '화류', '과일나무', '명자꽃', '집 정원']",[]
9788977991033,"['대우건설', '지속 가능', '콘크리트 공사', '가설 공사', '철골 공사', '토공']",[]
9788965120933,"['지문', '문장 삽입', '중문', '문제 유형', '빈칸 완성', '문장 배열']",[]
9791159629112,"['전정', '소송행위', '소송 주체', '소송 조건', '판례', '최신 법령']",[]
9791195568758,"['아인슈타인', '슈뢰딩거', '양자 역학', '화성학', '노벨물리학상', '파울리']",[]
9788962622713,[],"['#미세먼지', '#기후학', '#오염먼지', '#지구온난화', '#대기오염', '#대기과학자']"
9788984011861,"['교양수학', '앤드루', '피타고라스', '난제', '디오판토스', '제르맹']",[]
9788959759804,"['코스모스', '플라워', '플로 리스트', '아이리스', '그라스', '부시']",[]
9788988907412,"['물리학', '아인슈타인', '북카페', '타임즈', '노벨', '제임스']",[]
9788962184358,"['원소', '분자', '원자', '염기 평형', '엔트로피', '고체']",[]
9788965703112,[],[]
9791159095689,"['분광학', '초점', '열역학', '원자', '기체', '엔트로피']",[]
9791157843893,[],[]
9788983718914,"['양자역학', '과학동아', '어벤저스', '이명현', '파인만', '김제동']",['#양자역학']
9791125100027,"['교과서', '온라인', '다변수 함수', '벡터 해석', '미적분', '미적분학']",[]
9791189198862,"['생물', '진화 생물학', '진화론', '과학 역사', '핑커', '지질학']","['#진화생물학', '#진화론', '#다윈사상', '#과학고전']"
9791189198350,"['인공 지능', '인류세', '과학기술', '비트코인', '지영', '미세 먼지']",['#과학기술']
9791158082086,[],[]
9791163631873,"['수학자', '수학 퍼즐', '수학 공식', '수학 교재', '미적분학', '웜홀']",[]
9791159920967,"['식물', '커리어', '알파걸', '자연과학', '알마', '네이처']","['#자연과학', '#식물', '#숲', '#여성과학자']"
9788993543872,"['상미분 방정식', '선형 대수', '벡터', '수치 해석', '급수', '미적분']",[]
9791189728298,"['문제', '답안 작성', '기 출제', '관계 법규', '연도', '배점']",[]
9791156568278,"['시방서', '기출문제', '강구조', '법규', '최신', '공사']",[]
9788931538519,"['과년', '출제 문제', '소방관', '신법', '중요 이론', '화재 위험']",[]
9788931538618,"['출제 문제', '과년', '초스피드 기억법', '소방관', '신법', '중요 이론']",[]
9791185475462,"['연산 증폭기', '스위칭', '바이어스', '전계 효과 트랜지스터', '사이리스터', '발진기']",[]
9788940806029,"['건축가', '인터뷰', '직업', '연방', '공과', '취리히']",[]
9791156465423,"['실전 모의고사', '직업기초능력', '대행사', 'NCS', '자원 관리 능력', '직업윤리']",[]
9788965120926,"['조동사', '단원', '전치사', '핵심 문법', '문형', '가정법']",[]
9791196484248,"['우울증', '위로', '인사이트', '감성에세이', '우울', '스페셜 에디션']","['#우울', '#위로', '#공감', '#감성에세이']"
9791190299060,"['연봉', '삶', '펀딩', '행복', '최소한', '프로젝트']","['#행복', '#삶']"
9788932919553,"['자전적에세이', '하버드', '간호사', '아버지', '케임브리지', '배움']","['#자전적에세이', '#배움', '#케임브리지', '#하버드']"
9791190382182,"['위로', '신작 에세이', '한국에세이', '삶의지혜', '여인', '응원']","['#한국에세이', '#삶의방향', '#삶의지혜', '#위로', '#응원']"
9788925561820,[],"['#한국현대시', '#딸', '#사랑', '#삶', '#조언']"
9791190078085,[],"['#사랑에세이', '#감성에세이', '#인생', '#세월', '#단상', '#일러스트']"
9791188469468,[],"['#한국에세이', '#삶의지혜', '#행복', '#위로']"
9791186925423,"['감성에세이', '위로', '새벽빛', '다정', '안녕', '잠자리']",[]
9788986836240,"['사랑', '연애', '러브 스토리', '낭만', '연인', '실연']","['#사랑', '#연애']"
9788925568584,"['세계고전문학', '초판본', '사랑', '작가', '영화원작소설', '꿈']","['#세계고전문학', '#영화원작소설', '#여성소설', '#여성서사', '#자매', '#유년시절', '#꿈', '#연대', '#사랑']"
9791162203392,"['한국현대소설', '청소년 문학', '장르 문학', '인어', '강하', '한국 문학']",[]
9788958073642,"['중학교', '성장소설', '주인공', '청소년소설', '소녀', '왕따']","['#청소년소설', '#성장소설']"
9791164452323,[],"['#한국고전문학', '#궁중문학', '#조선시대', '#사도세자', '#영조', '#정조', '#순조', '#갈등', '#회고', '#기록']"
9788954671156,"['여성', '한국소설', '신예 작가', '작품', '아내', '가부장제']","['#젊은작가상', '#한국소설', '#중단편소설', '#신예작가', '#가부장제', '#여성', '#아내', '#유대']"
9788954670517,"['성장소설', '독서', '간호사', '요양원', '낭독', '노인']","['#북큐레이팅', '#독서', '#브로맨스', '#성장소설', '#노년의삶', '#노인요양원', '#동네책방']"
9788936456023,"['모험', '소년', '사막', '영어 소설', '캠프', '초록']","['#뉴베리상', '#모험']"
9788937461187,"['비극', '세계고전소설', '사랑', '백경', '리어 왕', '심연']",['#세계고전소설']
9788958287575,"['청소년 문학', '형사', '작품', '연극 놀이', '돌멩이', '현주']",[]
9788936456221,"['영화원작소설', '퍼즐', '한국청소년소설', '작가', '천지', '언니']","['#한국청소년소설', '#영화원작소설', '#자살', '#따돌림']"
9788972750031,"['미스터리 작가', '범인', '본격 미스터리', '추리', '작품', '캐릭터']",[]
9788937462344,"['역사', '세계고전문학', '소설가', '연인', '여자', '우연']","['#세계고전문학', '#체코소설', '#유럽역사', '#프라하의봄']"
9791164790289,"['황제', '로맨스소설', '웹소설', '로맨스', '나비', '판타지']",[]
9791128394652,"['정령', '고등 학생', '자각', '은빛', '명계', '종족']",[]
9788937434488,"['문학', '죽음', '청춘', '기억', '사랑', '비틀스']","['#청춘', '#고독', '#사랑', '#죽음', '#방황']"
9791162203620,"['한국현대소설', '한국 소설', '여성서사', '여성', '살인사건', '조각']",[]
9788990982872,"['미스터리소설', '살인사건', '일본소설', '소설', '경시청', '오너']",[]
9791190357081,"['삶', '시인', '이야기', '실화', '진리', '꿀단지']","['#인생처방', '#삶']"
9788936433598,"['죽음', '욕망', '식물', '나무', '상처', '육식']","['#맨부커국제상', '#이상문학상', '#상처', '#죽음', '#욕망']"
9788947545211,"['이방인', '드라마원작소설', '사람', '치유', '평온', '열흘']","['#드라마원작소설', '#심리스릴러']"
9788936433697,"['청소년 문학', '미스터리소설', '소년', '판타지', '장르 소설', '한국 소설']","['#창비청소년문학상', '#미스터리소설']"
9788954650700,"['모모', '프랑스소설', '소년', '세피아', '로자', '검은색']",[]
9788925553634,[],[]
9788925555133,[],[]
9788925543925,[],[]
9791189533014,"['여행에세이', '캐슬', '하우스', '아일랜드', '영국여행', '잉글랜드']",[]
9791196205522,[],[]
9791196958305,"['여행가이드북', '여행에세이', '국내여행', '경포', '주문진', '강문']",[]
9791186925713,"['브런치', '감성', '제주', '경주', '커피', '카페여행']",[]
9791196601904,"['일본여행', '미식', '이자카야', '야키', '술', '스탠딩']",[]
9791195090068,"['일본여행', '크리에이터', '브랜드', '타나카', '리브가', '어반']",[]
9791195090044,"['리브가', '어반', '팩토리', '마켓', '로컬', '현지인']",[]
9791189856533,[],[]
9791189856069,[],[]
9791189856212,[],[]
9791189199517,[],[]
9791189469368,[],[]
9791189346010,"['유럽여행', '카페', '카사', '산타', '포르투갈', '마리아']",[]
9788992914581,"['둘레길', '한양도성', '한강', '북한산', '경기도', '남산']",[]
9791188007363,[],[]
9791188007479,[],[]
9791187949152,"['파리', '시베리아', '신여성', '벨기에', '김명순', '서재필']",[]
9791186536636,[],[]
9791160508192,[],[]
9791187749981,[],[]
9791187795698,[],[]
9791160271539,[],[]
9791158160111,"['여행에세이', '여행', '교보문고', '미국 문화', '초코', '미국여행']","['#여행에세이', '#미국여행', '#청춘']"
9788993508543,[],[]
9788998656959,"['서울', '을지로', '뮤지엄', '파크', '수원', '미술관']",[]
9788986361858,"['바자르', '터키', '키르기스스탄', '투르크메니스탄', '산티아고', '테헤란']",[]
9788971844427,"['여행에세이', '북한', '이스라엘', '아프가니스탄', '팔레스타인', '시에라리온']",[]
9791157527533,"['인디언', '시애틀', '그랜드', '나이아가라', '밸리', '줄리안']",[]
9788967940928,[],[]
9788952791108,[],[]
9788939001152,"['상품', '자연', '도로', '부락', '행정 구역', '지도']",[]
9788958205166,"['여행에세이', '히말라야', '네팔', '산여행', '안나푸르나', '그레이트']",[]
9788931582413,"['국내여행', '제주', '인천', '배낭여행', '강릉', '제주도']",[]
9788927810841,"['크리에이터', '인도네시아어', '동남아여행', '디톡스', '가이드북', '여행가이드']",[]
9788987060163,"['부산', '울산광역시', '광주광역시', '서울특별시', '인천광역시', '충남']",[]
9788927805748,"['제주', '서울', '단양', '계곡', '퇴계', '백두대간']",[]
9788927810322,"['여행가이드북', '쿠알라룸푸르', '말라카', '말레이', '코스모 폴 리탄', '카메론']",[]
9788901059365,"['여행에세이', '유럽여행', '안익태', '피카소', '아나운서', '세네갈']",[]
9791185831909,"['볼리비아', '가이드북', '페루', '여행가이드', '브라질', '남미여행']","['#여행가이드', '#가이드북', '#남미여행', '#쿠바여행']"
9791161654980,"['울릉', '서면', '전망대', '사계', '지역 여행', '테마 여행']",[]
9791160506334,[],[]
9788991847170,"['근처', '강릉', '장릉', '영릉', '홍릉', '라이프']",[]
9788966610914,"['카미노', '로스', '레이나', '라바', '레이', '레온']",[]
9791196205546,"['크리에이티브', '크리에이터', '스페인여행', '예쁘다', '지중해', '피크닉']",[]
9791196368395,"['국내여행', '서울', '파주', '춘천', '울릉', '광주']",[]
9791165210854,[],[]
9788993508451,"['국내여행', '제주시', '서해안', '금강', '식도락', '울릉']",[]
9788931589030,"['부산', '국내여행', '중구', '맛집여행', '서귀포시', '충남']",[]
9791190061117,"['엄마', '라스베이거스', '시애틀', '미국 여행', '미국 서부', '아버지']",[]
9791188829088,"['국내여행', '식당', '카페', '코스', '제주도여행', '제주시']",[]
9791186978788,"['국내여행', '해안도', '금강', '가이드북', '정동진', '여행가이드']",[]
9791188331123,"['브런치', '유럽여행', '뮤지엄', '지엔', '가이드북', '미술관']",[]
9791185020747,[],[]
9788939001022,"['시편', '상세도', '골프장', '시가', '등산', '관광']",[]
9791186925133,[],[]
9788970128429,"['아일', '아일랜드', '아이리시', '스코틀랜드', '레이', '아일랜드인']",[]
9788925567754,[],[]
9788925566467,[],[]
9791189856878,"['국내여행', '부산', '속초', '낙동강', '경부고속도로', '익산']",[]
9788931003529,[],"['#세계고전문학', '#성장소설']"
9788998441074,"['장편소설', '한국현대소설', '페미니즘', '주인공', '배우', '여성 억압']","['#한국현대소설', '#페미니즘', '#성불평등']"
9788937439926,[],"['#세계고전문학', '#성장소설']"
9788936437978,[],"['#한국현대소설', '#연작소설', '#청춘', '#사랑', '#이별']"
9791164450084,[],"['#어른을위한동화', '#성장소설', '#영미소설', '#TV애니메이션원화']"
9788984373853,"['소설', '스릴러소설', '스릴러', '프랑스소설', '카메라', '반전']","['#프랑스소설', '#스릴러소설', '#살인사건']"
9788952798381,[],[]
9788993928488,"['여행 에세이', '한국에세이', '스토리텔링', '인연', '이소라', '여행 작가']",[]
9788937473135,"['한국 여성', '페미니즘', '고백', '성 평등', '성 차별', '시대 여성']","['#남녀차별', '#성차별', '#페미니즘']"
9788954670302,"['미스터리', '마녀', '탐정', '마법', '교실', '편견']","['#교실', '#소문', '#편견', '#용기', '#마법', '#미스터리']"
9788937473258,"['한국소설', '이별', '간병', '정아', '언니', '딸']","['#한국소설', '#폐암말기', '#간병', '#이별', '#작별', '#상실', '#딸']"
9791190630009,"['성장', '장편소설', '한국소설', '소녀', '작가', '사서함']","['#한국소설', '#이종사촌', '#자매', '#성장']"
9788954638890,"['이방인', '세계고전문학', '부조리', '프랑스소설', '영웅', '노벨문학상']","['#세계고전문학', '#프랑스소설', '#노벨문학상', '#흑사병', '#전염병', '#사회부조리', '#인간군상', '#상징', '#비극', '#희망']"
9788954670630,"['한국소설', '치유', '소설집', '유머', '레즈비언', '소희']","['#이효석문학상', '#한국소설', '#소설집', '#치유', '#유머', '#기간제교사', '#레즈비언']"
9791190052283,"['한국소설', '미스터리', '청나라', '역사 서', '역사 교육', '일본 역사']",[]
9788952240569,"['성장소설', '미스터리', '외로움', '살인사건', '습지', '야생 동물']","['#성장소설', '#미스터리', '#법정스릴러']"
9788954641630,"['중 단편 소설', '소설집', '타인', '소설가', '노래', '젊은작가상']","['#젊은작가상', '#소설집']"
9788990982704,"['경찰', '영화원작소설', '일본미스터리소설', '미스터리', '나오키상', '수사']","['#일본추리소설', '#일본미스터리소설', '#영화원작소설', '#나오키상']"
9788937443848,"['세계고전소설', '죽음', '살인사건', '신앙', '변호사', '사제']","['#세계고전소설', '#실존주의문학']"
9788982814471,[],"['#순례자', '#성장소설', '#자아']"
9788983927620,"['세대', '성장소설', '고전', '영화원작소설', '마법 세계', '마법']",[]
9788995151204,"['노동자', '판화', '가시고기', '사회적약자', '연작 소설', '병리']","['#사회적약자', '#노동자', '#산업화']"
9788990982865,"['미스터리소설', '일본소설', '살인사건', '경시청', '장기 불황', '정략결혼']","['#일본소설', '#미스터리소설', '#대지진', '#밀레니엄', '#팜므파탈']"
9788947545655,[],"['#영화드라마원작', '#로맨스소설']"
9791159039690,"['조종사', '세계고전문학', '프랑스소설', '어른을위한동화', '순수', '세상']","['#프랑스소설', '#어른을위한동화', '#세계고전문학']"
9788954655835,"['작품', '한국현대소설', '신예 작가', '한국 소설', '소설집', '한국 문학']",['#한국현대소설']
9791157955206,[],[]
9791165300005,"['단편집', '한국현대소설', '작가', '주인공', '소설', '단편']","['#SF단편집', '#한국현대소설']"
9788925568775,[],"['#세계고전문학', '#영국고전', '#영국소설', '#일러스트', '#아티스트']"
9788949120744,"['청소년소설', '뉴베리', 'SF소설', '뉴베리상', '감정', '보유자']","['#뉴베리상', '#보스턴글로브혼북아너상', '#미래사회', '#SF소설', '#청소년소설']"
9788937460036,[],"['#세계고전문학', '#영국고전', '#영국문학', '#4대비극', '#희곡', '#복수', '#서울대추천도서']"
9791189995126,[],"['#일본소설', '#드라마원작소설', '#은행원']"
9788973374939,[],[]
9788932917207,[],"['#퓰리처상', '#미국남부사회', '#인권', '#인종차별', '#편견']"
9788925568782,"['한자어', '문장', '영웅', '고전', '평역', '서사']",[]
9788954650212,"['엄마', '청소년소설', '편지', '인연', '소설', '문학상']","['#문학동네청소년문학상', '#청소년소설']"
9791164050277,[],"['#SF소설', '#상상력', '#시간여행', '#인공지능', '#외계지성', '#평행우주', '#자유의지', '#인류의미래']"
9788937461798,"['괴물', '감정', '불안감', '로제', '프랑스 문단', '가인']",[]
9788998791971,"['혐오', '미스터리', '의뢰인', '십자가', '미수', '가해자']",[]
9788990982575,"['스릴러소설', '일본추리소설', '서스펜스', '트릭', '범인', '반전']","['#일본추리소설', '#스릴러소설']"
